Watershed,Waterbody,Latitude,Longitude,dDATE,nDO,nPH,nTEMP,nSPCOND,nTDS,nDEPTH
Cape Cod,Mashpee Pond,41.65691189,-70.48391147,2018-09-13,-0.2,6.3,8.6,116.0,74.0,19.5
Cape Cod,Mashpee Pond,41.65691189,-70.48391147,2018-09-13,-0.2,6.3,8.6,116.0,74.0,20.5
Cape Cod,Mashpee Pond,41.65691189,-70.48391147,2018-09-13,-0.2,6.3,8.5,116.0,74.0,21.5
Cape Cod,Mashpee Pond,41.65691189,-70.48391147,2018-09-13,-0.2,6.3,8.5,117.0,75.0,22.5
Cape Cod,Mashpee Pond,41.65691189,-70.48391147,2018-09-13,-0.2,6.3,8.5,117.0,75.0,23.5
Cape Cod,Mashpee Pond,41.65691189,-70.48391147,2018-09-13,-0.2,6.3,8.5,118.0,75.0,24.5
Cape Cod,Mashpee Pond,41.65691189,-70.48391147,2018-09-13,-0.2,6.4,8.5,118.0,75.0,25.5
Cape Cod,Mashpee Pond,41.65691189,-70.48391147,2018-09-13,-0.2,6.4,8.5,118.0,76.0,26.5
Buzzards Bay,Ezekiel Pond,41.804909,-70.611966,2018-09-18,8.4,6.8,23.8,153.0,98.0,0.5
Buzzards Bay,Ezekiel Pond,41.804909,-70.611966,2018-09-18,8.4,6.8,23.8,153.0,98.0,1.0
Buzzards Bay,Ezekiel Pond,41.804909,-70.611966,2018-09-18,8.4,6.8,23.8,152.0,97.0,2.0
Buzzards Bay,Ezekiel Pond,41.804909,-70.611966,2018-09-18,8.4,6.8,23.8,152.0,98.0,3.1
Buzzards Bay,Ezekiel Pond,41.804909,-70.611966,2018-09-18,8.3,6.7,23.8,152.0,98.0,4.0
Buzzards Bay,Ezekiel Pond,41.804909,-70.611966,2018-09-18,3.3,6.0,22.4,152.0,97.0,4.9
Buzzards Bay,Ezekiel Pond,41.804909,-70.611966,2018-09-18,0.3,6.0,21.6,155.0,99.0,5.5
Buzzards Bay,Wankinco River/Parker Mills Pond,41.76842431,-70.72293943,2018-09-18,2.9,5.9,21.0,94.0,60.0,0.5
Buzzards Bay,Wankinco River/Parker Mills Pond,41.76842431,-70.72293943,2018-09-18,1.6,5.8,20.5,94.0,60.0,1.0
Buzzards Bay,Wankinco River/Parker Mills Pond,41.76842431,-70.72293943,2018-09-18,-0.2,5.9,20.0,103.0,66.0,1.5
Buzzards Bay,Wankinco River/Parker Mills Pond,41.76842431,-70.72293943,2018-09-18,-0.2,6.1,19.6,110.0,71.0,2.0
Buzzards Bay,Wankinco River/Parker Mills Pond,41.76842431,-70.72293943,2018-09-18,-0.2,6.2,19.2,112.0,72.0,2.5
Cape Cod,Long Pond,41.671685,-70.193271,2018-09-19,8.2,7.4,23.6,265.0,169.0,0.5
Cape Cod,Long Pond,41.671685,-70.193271,2018-09-19,8.2,7.4,23.6,264.0,169.0,1.5
Cape Cod,Long Pond,41.671685,-70.193271,2018-09-19,8.0,7.3,23.5,264.0,169.0,2.5
Cape Cod,Long Pond,41.671685,-70.193271,2018-09-19,7.7,7.1,23.4,265.0,170.0,3.5
Cape Cod,Long Pond,41.671685,-70.193271,2018-09-19,7.3,6.9,22.9,266.0,170.0,4.5
Cape Cod,Long Pond,41.671685,-70.193271,2018-09-19,5.6,6.7,22.3,265.0,170.0,5.5
Cape Cod,Long Pond,41.671685,-70.193271,2018-09-19,1.1,6.3,20.6,256.0,164.0,6.5
Cape Cod,Long Pond,41.671685,-70.193271,2018-09-19,-0.2,6.1,16.6,245.0,157.0,7.6
Cape Cod,Long Pond,41.671685,-70.193271,2018-09-19,-0.2,6.1,13.7,241.0,154.0,8.5
Cape Cod,Long Pond,41.671685,-70.193271,2018-09-19,-0.2,6.5,12.6,351.0,224.0,9.3
Cape Cod,White Pond,41.7024219,-70.1327421,2018-09-19,7.8,6.2,23.8,82.0,52.0,0.5
Cape Cod,White Pond,41.7024219,-70.1327421,2018-09-19,7.8,6.2,23.8,81.0,52.0,1.0
Cape Cod,White Pond,41.7024219,-70.1327421,2018-09-19,7.8,6.2,23.8,82.0,52.0,2.0
Cape Cod,White Pond,41.7024219,-70.1327421,2018-09-19,7.8,6.1,23.8,81.0,52.0,3.0
Cape Cod,White Pond,41.7024219,-70.1327421,2018-09-19,7.8,6.1,23.8,81.0,52.0,4.0
Cape Cod,White Pond,41.7024219,-70.1327421,2018-09-19,7.8,6.1,23.8,81.0,52.0,5.0
Cape Cod,White Pond,41.7024219,-70.1327421,2018-09-19,7.5,6.0,23.8,82.0,52.0,6.0
Cape Cod,White Pond,41.7024219,-70.1327421,2018-09-19,6.4,5.8,23.7,82.0,52.0,7.0
Cape Cod,White Pond,41.7024219,-70.1327421,2018-09-19,1.2,5.5,23.3,83.0,53.0,7.7
Cape Cod,Mill Pond,41.7254646,-70.0397423,2018-09-20,6.0,5.6,21.6,121.0,78.0,0.5
Cape Cod,Mill Pond,41.7254646,-70.0397423,2018-09-20,6.0,5.7,21.6,122.0,78.0,1.0
Cape Cod,Mill Pond,41.7254646,-70.0397423,2018-09-20,6.0,5.6,21.6,122.0,78.0,1.5
Cape Cod,Mill Pond,41.7254646,-70.0397423,2018-09-20,5.9,5.7,21.6,122.0,78.0,2.0
Cape Cod,Mill Pond,41.7254646,-70.0397423,2018-09-20,-0.2,5.4,20.6,122.0,78.0,2.5
Cape Cod,Mill Pond,41.7254646,-70.0397423,2018-09-20,-0.2,5.5,19.1,118.0,75.0,3.0
Cape Cod,Mill Pond,41.7254646,-70.0397423,2018-09-20,-0.2,6.1,16.4,171.0,109.0,3.5
Cape Cod,Mill Pond,41.7254646,-70.0397423,2018-09-20,-0.2,6.3,14.4,199.0,127.0,4.0
Cape Cod,Mill Pond,41.7254646,-70.0397423,2018-09-20,-0.2,6.6,13.7,235.0,150.0,4.2
Cape Cod,Hinckleys Pond,41.71377641,-70.09062853,2018-09-20,7.6,6.3,22.3,123.0,79.0,0.5
Cape Cod,Hinckleys Pond,41.71377641,-70.09062853,2018-09-20,7.6,6.4,22.3,123.0,79.0,1.5
Cape Cod,Hinckleys Pond,41.71377641,-70.09062853,2018-09-20,7.6,6.3,22.3,123.0,79.0,2.5
Cape Cod,Hinckleys Pond,41.71377641,-70.09062853,2018-09-20,7.6,6.3,22.3,123.0,79.0,3.5
Cape Cod,Hinckleys Pond,41.71377641,-70.09062853,2018-09-20,7.6,6.3,22.3,123.0,79.0,4.4
Cape Cod,Hinckleys Pond,41.71377641,-70.09062853,2018-09-20,7.6,6.3,22.3,123.0,78.0,5.5
Cape Cod,Hinckleys Pond,41.71377641,-70.09062853,2018-09-20,7.5,6.3,22.2,123.0,79.0,6.5
Cape Cod,Hinckleys Pond,41.71377641,-70.09062853,2018-09-20,7.4,6.2,22.2,123.0,79.0,7.5
Cape Cod,Hinckleys Pond,41.71377641,-70.09062853,2018-09-20,7.5,6.2,22.1,123.0,79.0,7.7
South Coastal,Fresh Pond,41.90533067,-70.55598017,2018-09-25,8.4,6.9,19.6,401.0,257.0,0.5
South Coastal,Fresh Pond,41.90533067,-70.55598017,2018-09-25,8.4,6.9,19.6,401.0,257.0,1.5
South Coastal,Fresh Pond,41.90533067,-70.55598017,2018-09-25,8.4,6.8,19.6,401.0,257.0,2.5
South Coastal,Fresh Pond,41.90533067,-70.55598017,2018-09-25,8.4,6.8,19.6,401.0,257.0,3.5
South Coastal,Fresh Pond,41.90533067,-70.55598017,2018-09-25,8.4,6.8,19.6,401.0,257.0,4.5
South Coastal,Fresh Pond,41.90533067,-70.55598017,2018-09-25,8.3,6.8,19.5,401.0,257.0,5.5
South Coastal,Fresh Pond,41.90533067,-70.55598017,2018-09-25,8.3,6.7,19.5,401.0,257.0,6.5
South Coastal,Fresh Pond,41.90533067,-70.55598017,2018-09-25,7.1,6.4,18.9,402.0,257.0,7.5
South Coastal,Fresh Pond,41.90533067,-70.55598017,2018-09-25,-0.2,6.0,13.0,408.0,261.0,8.5
South Coastal,Cooks Pond,41.9207192,-70.6654059,2018-09-25,5.4,6.2,18.6,70.0,44.0,0.5
South Coastal,Cooks Pond,41.9207192,-70.6654059,2018-09-25,4.9,6.1,18.4,70.0,44.0,1.5
South Coastal,Cooks Pond,41.9207192,-70.6654059,2018-09-25,5.3,6.2,18.5,70.0,44.0,1.0
South Coastal,Cooks Pond,41.9207192,-70.6654059,2018-09-25,4.8,6.1,18.4,70.0,44.0,2.0
South Coastal,Cooks Pond,41.9207192,-70.6654059,2018-09-25,4.9,6.1,18.4,70.0,45.0,2.5
South Coastal,Cooks Pond,41.9207192,-70.6654059,2018-09-25,4.8,6.1,18.3,70.0,44.0,2.7
Cape Cod,Shubael Pond,41.671039,-70.393715,2018-09-26,8.3,6.9,19.9,134.0,86.0,0.5
Cape Cod,Shubael Pond,41.671039,-70.393715,2018-09-26,8.3,6.8,19.9,134.0,86.0,1.5
Cape Cod,Shubael Pond,41.671039,-70.393715,2018-09-26,8.2,6.8,19.8,134.0,86.0,2.5
Cape Cod,Shubael Pond,41.671039,-70.393715,2018-09-26,8.2,6.8,19.8,134.0,86.0,3.5
Cape Cod,Shubael Pond,41.671039,-70.393715,2018-09-26,8.1,6.8,19.8,133.0,85.0,4.5
Cape Cod,Shubael Pond,41.671039,-70.393715,2018-09-26,6.4,6.5,19.3,134.0,86.0,5.5
Cape Cod,Shubael Pond,41.671039,-70.393715,2018-09-26,-0.2,6.0,13.7,127.0,82.0,6.5
Cape Cod,Shubael Pond,41.671039,-70.393715,2018-09-26,-0.2,6.0,11.5,126.0,81.0,7.5
Cape Cod,Shubael Pond,41.671039,-70.393715,2018-09-26,-0.2,6.2,10.1,140.0,90.0,8.5
Cape Cod,Shubael Pond,41.671039,-70.393715,2018-09-26,-0.2,6.3,9.6,141.0,90.0,9.5
Cape Cod,Shubael Pond,41.671039,-70.393715,2018-09-26,-0.2,6.4,9.3,145.0,92.0,10.5
Cape Cod,Shubael Pond,41.671039,-70.393715,2018-09-26,-0.2,6.4,9.2,148.0,95.0,11.5
Cape Cod,Shubael Pond,41.671039,-70.393715,2018-09-26,-0.2,6.4,9.0,157.0,101.0,12.5
Cape Cod,Long Pond,41.6671004,-70.4441491,2018-09-26,8.5,6.8,20.3,173.0,111.0,0.5
Cape Cod,Long Pond,41.6671004,-70.4441491,2018-09-26,8.4,6.9,20.2,173.0,111.0,1.5
Cape Cod,Long Pond,41.6671004,-70.4441491,2018-09-26,8.5,6.9,20.1,173.0,111.0,2.5
Cape Cod,Long Pond,41.6671004,-70.4441491,2018-09-26,8.4,6.9,20.1,174.0,111.0,3.5
Cape Cod,Long Pond,41.6671004,-70.4441491,2018-09-26,8.4,6.9,20.1,173.0,111.0,4.5
Cape Cod,Long Pond,41.6671004,-70.4441491,2018-09-26,8.1,6.8,20.0,173.0,110.0,5.5
South Coastal,Island Pond,41.811935,-70.5766951,2018-09-27,8.4,6.7,20.6,114.0,73.0,0.5
South Coastal,Island Pond,41.811935,-70.5766951,2018-09-27,8.3,6.7,20.6,114.0,73.0,1.0
South Coastal,Island Pond,41.811935,-70.5766951,2018-09-27,8.3,6.8,20.5,114.0,73.0,2.0
South Coastal,Island Pond,41.811935,-70.5766951,2018-09-27,8.3,6.7,20.5,114.0,73.0,3.0
South Coastal,Island Pond,41.811935,-70.5766951,2018-09-27,8.4,6.7,20.5,114.0,73.0,4.0
South Coastal,Island Pond,41.811935,-70.5766951,2018-09-27,7.8,6.6,20.0,114.0,73.0,5.0
South Coastal,Island Pond,41.811935,-70.5766951,2018-09-27,6.8,6.4,19.6,115.0,74.0,6.0
South Coastal,Island Pond,41.811935,-70.5766951,2018-09-27,1.4,6.1,18.6,119.0,76.0,7.0
South Coastal,Island Pond,41.811935,-70.5766951,2018-09-27,-0.2,6.4,16.5,150.0,96.0,7.5
Buzzards Bay,Halfway Pond,41.852937,-70.614673,2018-09-27,9.9,8.5,19.6,58.0,37.0,0.4
Buzzards Bay,Halfway Pond,41.852937,-70.614673,2018-09-27,9.9,8.5,19.6,58.0,37.0,1.0
Buzzards Bay,Halfway Pond,41.852937,-70.614673,2018-09-27,9.7,8.3,19.6,57.0,37.0,1.5
Buzzards Bay,Halfway Pond,41.852937,-70.614673,2018-09-27,9.7,8.2,19.6,57.0,37.0,2.0
Buzzards Bay,Halfway Pond,41.852937,-70.614673,2018-09-27,9.6,8.0,19.6,58.0,37.0,2.6
Buzzards Bay,Halfway Pond,41.852937,-70.614673,2018-09-27,9.5,7.9,19.5,57.0,37.0,3.0
Buzzards Bay,Halfway Pond,41.852937,-70.614673,2018-09-27,9.2,7.4,19.5,57.0,37.0,3.5
Buzzards Bay,Halfway Pond,41.852937,-70.614673,2018-09-27,9.0,7.2,19.4,57.0,37.0,3.7
Quinebaug,Browns Brook,42.03481475,-72.16158627,2017-12-19,13.2,6.1,1.0,48.0,30.0,0.1
Quinebaug,Browns Brook,42.03481475,-72.16158627,2018-05-24,,,15.8,,,
Chicopee,West Branch Swift River,42.46470593,-72.38454489,2018-05-24,,,15.0,,,
Chicopee,Unnamed Tributary,42.39432391,-72.04921345,2017-12-19,12.5,6.0,2.4,116.0,75.0,0.1
Chicopee,Unnamed Tributary,42.39432391,-72.04921345,2018-05-24,,,16.0,,,
Farmington,Hubbard Brook,42.06549234,-72.96751307,2017-12-18,13.7,,0.0,52.0,33.0,
Chicopee,West Branch Swift River,42.46470593,-72.38454489,2017-12-19,13.3,4.8,0.3,30.0,20.0,0.1
Farmington,Hubbard Brook,42.06549234,-72.96751307,2018-05-23,,,17.4,,,
Deerfield,Cold River,42.6669733,-73.03021008,2017-12-18,13.6,,0.0,111.0,71.0,
Deerfield,Cold River,42.6669733,-73.03021008,2018-05-23,,,13.4,,,
Deerfield,Cold River,42.6669733,-73.03021008,2018-05-23,,,13.4,,,
Deerfield,Cold River,42.6669733,-73.03021008,2018-10-24,,,6.0,,,
Farmington,Hubbard Brook,42.06549234,-72.96751307,2018-05-23,,,17.4,,,
Farmington,Hubbard Brook,42.06549234,-72.96751307,2018-10-24,,,7.2,,,
Chicopee,Unnamed Tributary,42.39432391,-72.04921345,2018-05-24,,,16.0,,,
Chicopee,Unnamed Tributary,42.39432391,-72.04921345,2018-10-25,,,7.0,,,
Chicopee,West Branch Swift River,42.46470593,-72.38454489,2018-05-24,,,15.0,,,
Chicopee,West Branch Swift River,42.46470593,-72.38454489,2018-10-25,,,7.1,,,
Quinebaug,Browns Brook,42.03481475,-72.16158627,2018-05-24,,,15.8,,,
Quinebaug,Browns Brook,42.03481475,-72.16158627,2018-10-25,,,6.0,,,
Taunton,Monponsett Pond,42.00459582,-70.84525352,2018-07-18,8.2,7.3,27.5,291.0,186.0,0.4
Taunton,Monponsett Pond,42.00459582,-70.84525352,2018-07-18,8.2,7.3,27.5,291.0,186.0,1.0
Taunton,Monponsett Pond,42.00459582,-70.84525352,2018-07-18,8.2,7.3,27.4,291.0,186.0,1.5
Taunton,Monponsett Pond,42.00459582,-70.84525352,2018-07-18,8.2,7.3,27.3,291.0,186.0,2.0
Taunton,Monponsett Pond,42.00459582,-70.84525352,2018-07-18,8.1,7.2,27.1,290.0,186.0,2.5
Taunton,Monponsett Pond,42.00459582,-70.84525352,2018-07-18,7.8,7.1,27.0,290.0,186.0,3.0
Taunton,Monponsett Pond,42.00146724,-70.83678103,2018-07-18,8.2,7.1,27.8,237.0,152.0,0.5
Taunton,Monponsett Pond,42.00146724,-70.83678103,2018-07-18,8.2,7.1,27.6,237.0,151.0,1.0
Taunton,Monponsett Pond,42.00146724,-70.83678103,2018-07-18,8.1,7.0,27.5,237.0,152.0,1.5
Taunton,Monponsett Pond,42.00146724,-70.83678103,2018-07-18,8.0,7.0,27.4,237.0,152.0,2.0
Taunton,Monponsett Pond,42.00146724,-70.83678103,2018-07-18,6.8,6.7,26.9,237.0,152.0,2.5
Taunton,Monponsett Pond,42.00146724,-70.83678103,2018-07-18,5.4,6.4,26.2,237.0,152.0,3.0
Taunton,Monponsett Pond,42.00459582,-70.84525352,2018-08-15,7.7,7.0,26.9,290.0,185.0,0.5
Taunton,Monponsett Pond,42.00459582,-70.84525352,2018-08-15,7.7,7.0,26.6,289.0,185.0,1.0
Taunton,Monponsett Pond,42.00459582,-70.84525352,2018-08-15,7.5,6.9,26.3,289.0,185.0,1.5
Taunton,Monponsett Pond,42.00459582,-70.84525352,2018-08-15,7.6,6.9,26.2,289.0,185.0,2.0
Taunton,Monponsett Pond,42.00459582,-70.84525352,2018-08-15,7.5,6.9,26.2,289.0,185.0,2.5
Taunton,Monponsett Pond,42.00459582,-70.84525352,2018-08-15,6.6,6.7,26.1,289.0,185.0,3.0
Taunton,Monponsett Pond,42.00146724,-70.83678103,2018-08-15,7.6,6.9,27.2,240.0,154.0,0.4
Taunton,Monponsett Pond,42.00146724,-70.83678103,2018-08-15,7.6,6.9,26.6,240.0,153.0,1.0
Taunton,Monponsett Pond,42.00146724,-70.83678103,2018-08-15,7.2,6.8,26.5,240.0,154.0,1.5
Taunton,Monponsett Pond,42.00146724,-70.83678103,2018-08-15,6.5,6.6,26.3,240.0,154.0,2.0
Taunton,Monponsett Pond,42.00146724,-70.83678103,2018-08-15,5.3,6.5,26.0,240.0,154.0,2.5
Taunton,Monponsett Pond,42.00146724,-70.83678103,2018-08-15,4.7,6.4,25.9,240.0,154.0,3.0
Taunton,Monponsett Pond,42.00459582,-70.84525352,2018-09-12,8.4,7.1,22.2,285.0,182.0,0.5
Taunton,Monponsett Pond,42.00459582,-70.84525352,2018-09-12,8.4,7.1,22.2,284.0,182.0,1.0
Taunton,Monponsett Pond,42.00459582,-70.84525352,2018-09-12,8.4,7.1,22.2,285.0,182.0,1.5
Taunton,Monponsett Pond,42.00459582,-70.84525352,2018-09-12,8.3,7.0,22.2,285.0,182.0,2.0
Taunton,Monponsett Pond,42.00459582,-70.84525352,2018-09-12,8.3,7.0,22.2,284.0,182.0,2.5
Taunton,Monponsett Pond,42.00459582,-70.84525352,2018-09-12,6.7,6.7,21.7,284.0,182.0,3.1
Taunton,Monponsett Pond,42.00146724,-70.83678103,2018-09-12,9.0,7.5,22.6,236.0,151.0,0.5
Taunton,Monponsett Pond,42.00146724,-70.83678103,2018-09-12,9.0,7.5,22.6,236.0,151.0,1.0
Taunton,Monponsett Pond,42.00146724,-70.83678103,2018-09-12,8.9,7.3,22.5,236.0,151.0,1.5
Taunton,Monponsett Pond,42.00146724,-70.83678103,2018-09-12,8.7,7.2,22.4,236.0,151.0,2.0
Taunton,Monponsett Pond,42.00146724,-70.83678103,2018-09-12,6.0,6.5,21.7,236.0,151.0,2.5
Taunton,Monponsett Pond,42.00146724,-70.83678103,2018-09-12,6.1,6.5,21.4,236.0,151.0,3.0
Neponset,Neponset River,42.085924,-71.25668829,2018-02-06,12.9,,3.1,334.0,214.0,0.7
Neponset,Neponset River,42.17269436,-71.2049852,2018-02-06,14.3,,0.5,590.0,378.0,0.1
Neponset,Neponset River,42.16852193,-71.16788696,2018-02-06,13.4,,0.5,531.0,340.0,0.3
Neponset,Neponset River,42.19696522,-71.15515153,2018-02-06,12.5,,0.7,594.0,380.0,0.2
Neponset,Pecunit Brook,42.18896192,-71.14424053,2018-02-06,14.3,,1.4,475.0,304.0,0.0
Neponset,Neponset River,42.20923111,-71.14595217,2018-02-06,12.5,,1.0,589.0,377.0,0.5
Neponset,Ponkapog Brook,42.20323377,-71.13501796,2018-02-06,11.7,,2.1,443.0,284.0,0.5
Neponset,Neponset River,42.23453213,-71.12261455,2018-02-06,,,,,,
Neponset,Neponset River,42.085924,-71.25668829,2018-04-03,12.9,,6.6,384.0,246.0,
Neponset,Neponset River,42.17269436,-71.2049852,2018-04-03,12.4,,6.8,494.0,316.0,0.4
Neponset,Neponset River,42.16852193,-71.16788696,2018-04-03,11.5,,5.4,523.0,335.0,0.7
Neponset,Neponset River,42.19696522,-71.15515153,2018-04-03,10.8,,6.4,600.0,384.0,0.2
Neponset,Neponset River,42.20923111,-71.14595217,2018-04-03,10.9,,7.0,600.0,384.0,0.2
Neponset,Pecunit Brook,42.18896192,-71.14424053,2018-04-03,11.6,,7.0,466.0,298.0,0.0
Neponset,Ponkapog Brook,42.20323377,-71.13501796,2018-04-03,11.5,,7.4,508.0,325.0,0.1
Neponset,Neponset River,42.23453213,-71.12261455,2018-04-03,10.9,,7.1,624.0,399.0,0.2
Neponset,Neponset River,42.085924,-71.25668829,2018-05-22,8.1,,18.8,353.0,226.0,0.2
Neponset,Neponset River,42.17269436,-71.2049852,2018-05-22,8.8,,18.7,488.0,312.0,0.1
Neponset,Neponset River,42.16852193,-71.16788696,2018-05-22,6.8,,17.6,474.0,303.0,0.2
Neponset,Neponset River,42.19696522,-71.15515153,2018-05-22,6.3,,18.0,558.0,357.0,0.2
Neponset,Neponset River,42.20923111,-71.14595217,2018-05-22,6.5,,18.3,560.0,358.0,0.3
Neponset,Pecunit Brook,42.18896192,-71.14424053,2018-05-22,7.7,,16.5,456.0,292.0,0.0
Neponset,Ponkapog Brook,42.20323377,-71.13501796,2018-05-22,7.2,,16.4,564.0,361.0,0.3
Neponset,Neponset River,42.23453213,-71.12261455,2018-05-22,6.8,,18.3,560.0,358.0,0.1
Islands,Witch Brook,41.40344576,-70.68571478,2018-06-17,,,13.6,,,
Islands,Witch Brook,41.40344576,-70.68571478,2018-08-18,,,19.0,,,
Islands,Witch Brook,41.40344576,-70.68571478,2018-10-28,,,11.9,,,
Islands,Paint Mill Brook,41.38944304,-70.71769846,2018-06-17,,,13.7,,,
Islands,Paint Mill Brook,41.38944304,-70.71769846,2018-08-18,,,19.2,,,
Islands,Paint Mill Brook,41.38944304,-70.71769846,2018-10-28,,,11.7,,,
Islands,Roaring Brook,41.3752464,-70.74214891,2018-08-18,,,16.5,,,
Islands,Roaring Brook,41.3752464,-70.74214891,2018-10-28,,,11.7,,,
Islands,Mill Brook,41.33916823,-70.73554664,2018-07-17,,,14.2,,,
Islands,Mill Brook,41.33916823,-70.73554664,2018-08-18,,,19.8,,,
Islands,Mill Brook,41.33916823,-70.73554664,2018-10-28,,,12.1,,,
Westfield,Arm Brook,42.16055461,-72.7316027,2018-07-31,,,17.6,,,
Farmington,Sandy Brook,42.04370018,-73.13655785,2018-07-31,,,19.0,,,
Farmington,Sandy Brook,42.09499128,-73.18137222,2018-07-31,,,24.9,,,
Farmington,Clam River,42.17630637,-73.14542065,2018-07-31,,,20.4,,,
Farmington,Spectacle Pond Brook,42.18802041,-73.12011674,2018-07-31,,,22.1,,,
Farmington,Unnamed Tributary,42.19595426,-73.09235416,2018-07-31,,,21.2,,,
Farmington,Dimmock Brook,42.19545309,-73.07709902,2018-07-31,,,22.7,,,
Westfield,Little River,42.12029897,-72.78691964,2018-08-01,6.8,,19.6,139.0,89.0,0.1
Westfield,Little River,42.13036417,-72.82266094,2018-08-01,9.0,,18.6,60.0,38.0,0.1
Westfield,Cook Brook,42.12372872,-72.8205014,2018-08-01,9.3,,17.7,120.0,77.0,0.0
Farmington,Pond Brook,42.09852826,-73.00530995,2018-08-01,8.0,,22.1,33.0,21.0,0.1
Farmington,Clam River,42.09698663,-73.08884457,2018-08-01,,,18.4,,,
Farmington,Silver Brook,42.10118726,-73.09633669,2018-07-31,,,20.0,,,
Farmington,Clam River,42.13383897,-73.10511038,2018-08-01,,,18.7,,,
Farmington,Clam River,42.09698663,-73.08884457,2018-09-11,,,15.2,,,
Farmington,Silver Brook,42.10118726,-73.09633669,2018-09-11,,,15.2,,,
Farmington,Sandy Brook,42.04370018,-73.13655785,2018-09-11,,,14.7,,,
Farmington,Sandy Brook,42.09499128,-73.18137222,2018-09-11,,,18.6,,,
Farmington,Clam River,42.13383897,-73.10511038,2018-09-11,,,19.0,,,
Farmington,Clam River,42.17630637,-73.14542065,2018-09-11,,,15.0,,,
Farmington,Spectacle Pond Brook,42.18802041,-73.12011674,2018-09-11,,,15.8,,,
Farmington,Dimmock Brook,42.19545309,-73.07709902,2018-09-11,,,16.2,,,
Westfield,Arm Brook,42.16055461,-72.7316027,2018-09-12,,,18.2,,,
Westfield,Little River,42.12029897,-72.78691964,2018-09-12,8.2,,16.2,104.0,67.0,0.2
Westfield,Little River,42.13036417,-72.82266094,2018-09-12,9.5,,14.0,74.0,47.0,0.2
Westfield,Cook Brook,42.12372872,-72.8205014,2018-09-12,9.9,,14.8,108.0,69.0,0.1
Farmington,Pond Brook,42.09852826,-73.00530995,2018-09-12,8.8,,17.7,49.0,31.0,0.3
Farmington,Unnamed Tributary,42.19595426,-73.09235416,2018-09-12,5.4,,16.7,291.0,186.0,0.3
Nashua,Fort Pond,42.52346976,-71.6880925,2017-06-06,9.6,7.4,16.7,504.0,323.0,0.5
Nashua,Fort Pond,42.52346976,-71.6880925,2017-06-06,9.5,7.4,16.7,504.0,323.0,1.5
Nashua,Fort Pond,42.52346976,-71.6880925,2017-06-06,9.5,7.4,16.7,504.0,323.0,2.5
Nashua,Fort Pond,42.52346976,-71.6880925,2017-06-06,8.4,6.8,11.8,523.0,334.0,3.5
Nashua,Fort Pond,42.52346976,-71.6880925,2017-06-06,8.4,6.7,9.3,530.0,339.0,4.5
Nashua,Fort Pond,42.52346976,-71.6880925,2017-06-06,8.8,6.7,7.3,533.0,341.0,5.5
Nashua,Fort Pond,42.52346976,-71.6880925,2017-06-06,7.8,6.6,6.2,528.0,338.0,6.5
Nashua,Fort Pond,42.52346976,-71.6880925,2017-06-06,8.3,6.7,5.9,533.0,341.0,7.5
Nashua,Fort Pond,42.52346976,-71.6880925,2017-06-06,8.4,6.7,5.5,536.0,343.0,8.5
Nashua,Fort Pond,42.52346976,-71.6880925,2017-06-06,6.9,6.6,5.4,544.0,348.0,9.4
Nashua,Fort Pond,42.52346976,-71.6880925,2017-06-06,5.4,6.6,5.3,569.0,365.0,10.4
Nashua,Fort Pond,42.52346976,-71.6880925,2017-06-06,3.1,6.5,5.2,628.0,402.0,11.6
Nashua,Fort Pond,42.52346976,-71.6880925,2017-06-06,-0.2,6.5,5.2,751.0,480.0,12.5
Nashua,Fort Pond,42.52346976,-71.6880925,2017-06-06,-0.2,6.6,5.2,1051.0,673.0,13.5
Nashua,Robbins Pond,42.5375642,-71.6046167,2017-06-07,11.1,8.9,16.4,878.0,562.0,0.5
Nashua,Robbins Pond,42.5375642,-71.6046167,2017-06-07,10.1,7.6,15.8,865.0,554.0,1.0
Nashua,Robbins Pond,42.5375642,-71.6046167,2017-06-07,8.5,7.1,15.5,872.0,558.0,1.5
Concord (SuAsCo),Heart Pond,42.5663185,-71.388142,2017-06-07,7.7,6.8,15.4,794.0,508.0,0.5
Concord (SuAsCo),Heart Pond,42.5663185,-71.388142,2017-06-07,7.6,6.7,15.3,793.0,507.0,1.0
Concord (SuAsCo),Heart Pond,42.5663185,-71.388142,2017-06-07,7.6,6.7,15.3,791.0,506.0,2.0
Concord (SuAsCo),Heart Pond,42.5663185,-71.388142,2017-06-07,6.5,6.6,14.7,775.0,496.0,3.0
Concord (SuAsCo),Heart Pond,42.5663185,-71.388142,2017-06-07,5.0,6.4,13.7,748.0,479.0,4.0
Concord (SuAsCo),Heart Pond,42.5663185,-71.388142,2017-06-07,-0.2,6.5,10.3,837.0,535.0,5.0
Merrimack,Nabnasset Pond,42.6167752,-71.42794,2017-06-07,9.5,7.4,17.6,392.0,251.0,0.5
Merrimack,Nabnasset Pond,42.6167752,-71.42794,2017-06-07,9.6,7.4,17.4,391.0,250.0,1.0
Merrimack,Nabnasset Pond,42.6167752,-71.42794,2017-06-07,9.4,7.4,16.9,391.0,250.0,2.0
Merrimack,Nabnasset Pond,42.6167752,-71.42794,2017-06-07,9.5,7.4,16.8,390.0,249.0,3.0
Merrimack,Nabnasset Pond,42.6167752,-71.42794,2017-06-07,9.5,7.4,16.7,390.0,250.0,4.0
